path,suspicion,text_regions,rect_area,brightness,flagged
data/raw/negative_clean/empty_living_room_interior_daylight/empty_living_room_interior_daylight_0006_7031618.jpeg,0.1089,95,0.0,0.668,0
data/raw/negative_clean/blank_whiteboard_office_wall/blank_whiteboard_office_wall_0019_9301900.jpeg,0.1078,47,0.07,0.72,0
data/raw/negative_clean/blank_television_screen_living_room/blank_television_screen_living_room_0005_28763916.jpeg,0.1078,94,0.0,0.391,0
data/raw/negative_clean/blank_television_screen_living_room/blank_television_screen_living_room_0023_4009398.jpeg,0.1067,93,0.0,0.342,0
data/raw/negative_clean/empty_conference_room_interior/empty_conference_room_interior_0015_3767170.jpeg,0.1044,91,0.0,0.421,0
data/raw/negative_clean/white_projector_screen_mounted_wall_blank/white_projector_screen_mounted_wall_blank_0001_15467763.jpeg,0.1044,91,0.0,0.661,0
data/raw/negative_clean/blank_whiteboard_office_wall/blank_whiteboard_office_wall_0005_15543027.jpeg,0.1032,90,0.0,0.602,0
data/raw/negative_clean/blank_television_screen_living_room/blank_television_screen_living_room_0022_6980717.jpeg,0.1009,88,0.0,0.652,0
data/probe_indoor_env_v2/probe_indoor_env/spa_wellness_center_interior_relaxation/spa_wellness_center_interior_relaxation_0001_7598363.jpeg,0.1009,88,0.0,0.285,0
data/probe_indoor_env_v2/probe_indoor_env/office_reception_waiting_area_sofa/office_reception_waiting_area_sofa_0002_8459996.jpeg,0.0998,87,0.0,0.802,0
data/raw/negative_clean/white_screen_wall_mounted_conference_room/white_screen_wall_mounted_conference_room_0003_7005477.jpeg,0.0986,43,0.6382,0.725,0
data/raw/negative_clean/cozy_home_interior_sofa_bright/cozy_home_interior_sofa_bright_0013_19836830.jpeg,0.0975,85,0.0,0.545,0
data/raw/negative_clean/blank_whiteboard_office_wall/blank_whiteboard_office_wall_0007_8867438.jpeg,0.0963,42,0.2653,0.658,0
data/raw/negative_clean/blank_whiteboard_office_wall/blank_whiteboard_office_wall_0012_17724763.jpeg,0.0963,84,0.0,0.746,0
data/probe_indoor_env_v2/probe_indoor_env/public_library_reading_room_bookshelves/public_library_reading_room_bookshelves_0001_3747512.jpeg,0.0963,84,0.0,0.436,0
data/raw/negative_clean/cozy_home_interior_sofa_bright/cozy_home_interior_sofa_bright_0004_7546716.jpeg,0.0952,83,0.0,0.712,0
data/raw/negative_clean/empty_whiteboard_meeting_room/empty_whiteboard_meeting_room_0007_7750140.jpeg,0.094,82,0.0,0.575,0
data/raw/negative_clean/blank_television_screen_living_room/blank_television_screen_living_room_0013_7587781.jpeg,0.094,82,0.0,0.635,0
data/raw/negative_clean/empty_projector_screen_white_wall/empty_projector_screen_white_wall_0006_34786572.jpeg,0.094,41,0.0567,0.222,0
data/raw/negative_clean/modern_home_living_room_sunlight_window/modern_home_living_room_sunlight_window_0011_18186514.jpeg,0.094,41,0.4348,0.438,0
data/raw/negative_clean/empty_living_room_interior_daylight/empty_living_room_interior_daylight_0014_7031616.jpeg,0.0929,81,0.0,0.69,0
data/probe_indoor_env_v2/probe_indoor_env/empty_waiting_room_chairs_interior/empty_waiting_room_chairs_interior_0011_21404971.jpeg,0.0917,80,0.0,0.543,0
data/raw/negative_clean/blank_television_screen_living_room/blank_television_screen_living_room_0006_7587735.jpeg,0.0906,79,0.0,0.668,0
data/raw/negative_clean/cozy_home_interior_sofa_bright/cozy_home_interior_sofa_bright_0006_3769016.jpeg,0.0906,79,0.0,0.691,0
data/raw/negative_clean/turned_off_computer_monitor_desk/turned_off_computer_monitor_desk_0007_16416872.jpeg,0.0894,39,0.1379,0.284,0
data/raw/negative_clean/empty_projector_screen_white_wall/empty_projector_screen_white_wall_0002_8466911.jpeg,0.0883,77,0.0,0.686,0
data/raw/negative_clean/blank_whiteboard_office_wall/blank_whiteboard_office_wall_0021_17724732.jpeg,0.0872,76,0.0,0.743,0
data/probe_indoor_env_v2/probe_indoor_env/modern_lounge_interior_sofa_window/modern_lounge_interior_sofa_window_0002_27460959.jpeg,0.086,75,0.0,0.633,0
data/raw/negative_clean/empty_whiteboard_meeting_room/empty_whiteboard_meeting_room_0003_9300769.jpeg,0.0849,74,0.0,0.631,0
data/raw/negative_clean/blank_television_screen_living_room/blank_television_screen_living_room_0010_3151392.jpeg,0.0849,74,0.0,0.569,0
data/raw/negative_clean/empty_office_desks_no_people/empty_office_desks_no_people_0006_5483059.jpeg,0.0849,74,0.0,0.28,0
data/raw/negative_clean/empty_living_room_interior_daylight/empty_living_room_interior_daylight_0025_7214331.jpeg,0.0826,72,0.0,0.607,0
data/raw/negative_clean/cozy_home_interior_sofa_bright/cozy_home_interior_sofa_bright_0018_7533933.jpeg,0.0826,72,0.0,0.628,0
data/raw/negative_clean/home_cinema_projector_screen_room/home_cinema_projector_screen_room_0003_6800015.jpeg,0.0814,71,0.0,0.242,0
data/probe_indoor_env_v2/probe_indoor_env/spa_wellness_center_interior_relaxation/spa_wellness_center_interior_relaxation_0009_6667474.jpeg,0.0814,71,0.0,0.483,0
data/raw/negative_clean/empty_living_room_interior_daylight/empty_living_room_interior_daylight_0004_8146216.jpeg,0.0803,70,0.0,0.564,0
data/raw/negative_clean/cozy_home_interior_sofa_bright/cozy_home_interior_sofa_bright_0019_18470969.jpeg,0.0803,70,0.0,0.699,0
data/raw/negative_clean/blank_television_screen_living_room/blank_television_screen_living_room_0025_20812292.jpeg,0.0791,69,0.0,0.729,0
data/raw/negative_clean/cozy_home_interior_sofa_bright/cozy_home_interior_sofa_bright_0024_18701384.jpeg,0.0791,69,0.0,0.593,0
data/probe_indoor_env_v2/probe_indoor_env/modern_lounge_interior_sofa_window/modern_lounge_interior_sofa_window_0005_6186848.jpeg,0.0791,69,0.0,0.554,0
data/raw/negative_clean/blank_television_screen_living_room/blank_television_screen_living_room_0001_7788684.jpeg,0.078,68,0.0,0.535,0
data/raw/negative_clean/empty_conference_room_interior/empty_conference_room_interior_0001_6949365.jpeg,0.0768,67,0.0,0.63,0
data/raw/negative_clean/large_projection_screen_hall_blank/large_projection_screen_hall_blank_0003_7513460.jpeg,0.0768,67,0.0,0.196,0
data/raw/negative_clean/turned_off_computer_monitor_desk/turned_off_computer_monitor_desk_0009_8336134.jpeg,0.0757,66,0.0,0.202,0
data/probe_indoor_env_v2/probe_indoor_env/modern_lounge_interior_sofa_window/modern_lounge_interior_sofa_window_0008_30211363.jpeg,0.0757,33,0.4838,0.643,0
data/raw/negative_clean/home_cinema_projector_screen_room/home_cinema_projector_screen_room_0008_7991437.jpeg,0.0745,65,0.0,0.055,0
data/probe_indoor_env_v2/probe_indoor_env/office_reception_waiting_area_sofa/office_reception_waiting_area_sofa_0004_29394580.jpeg,0.0745,65,0.0,0.618,0
data/raw/negative_clean/blank_whiteboard_office_wall/blank_whiteboard_office_wall_0025_8102299.jpeg,0.0734,64,0.0,0.624,0
data/raw/negative_clean/turned_off_computer_monitor_desk/turned_off_computer_monitor_desk_0015_115655.jpeg,0.0722,63,0.0,0.155,0
data/raw/negative_clean/cozy_home_interior_sofa_bright/cozy_home_interior_sofa_bright_0009_1362385.jpeg,0.0722,63,0.0,0.763,0
data/raw/negative_clean/cozy_home_interior_sofa_bright/cozy_home_interior_sofa_bright_0028_7195558.jpeg,0.0722,63,0.0,0.507,0
data/raw/negative_clean/cozy_home_interior_sofa_bright/cozy_home_interior_sofa_bright_0007_12127447.jpeg,0.0711,62,0.0,0.369,0
data/raw/negative_clean/blank_presentation_screen_auditorium/blank_presentation_screen_auditorium_0001_8273646.jpeg,0.0711,31,0.2354,0.289,0
data/raw/negative_clean/blank_television_screen_living_room/blank_television_screen_living_room_0017_31665280.jpeg,0.07,61,0.0,0.325,0
data/raw/negative_clean/movie_theater_empty_blank_screen_interior/movie_theater_empty_blank_screen_interior_0004_7991381.jpeg,0.07,61,0.0,0.198,0
data/raw/negative_clean/home_cinema_projector_screen_room/home_cinema_projector_screen_room_0004_7991233.jpeg,0.0677,59,0.0,0.098,0
data/raw/negative_clean/large_projection_screen_hall_blank/large_projection_screen_hall_blank_0001_7513421.jpeg,0.0677,59,0.0,0.245,0
data/raw/negative_clean/white_projector_screen_mounted_wall_blank/white_projector_screen_mounted_wall_blank_0002_27467330.jpeg,0.0665,29,0.2275,0.581,0
data/probe_indoor_env_v2/probe_indoor_env/office_reception_waiting_area_sofa/office_reception_waiting_area_sofa_0007_7376341.jpeg,0.0654,57,0.0,0.63,0
data/raw/negative_clean/empty_whiteboard_meeting_room/empty_whiteboard_meeting_room_0013_9485454.jpeg,0.0642,56,0.0,0.466,0
data/raw/negative_clean/cozy_home_interior_sofa_bright/cozy_home_interior_sofa_bright_0021_29012625.jpeg,0.0642,28,0.4692,0.684,0
data/raw/negative_clean/empty_office_desks_no_people/empty_office_desks_no_people_0001_5483233.jpeg,0.0608,53,0.0,0.3,0
data/raw/negative_clean/blank_whiteboard_office_wall/blank_whiteboard_office_wall_0001_3205479.jpeg,0.0573,25,0.4499,0.788,0
data/raw/negative_clean/empty_whiteboard_meeting_room/empty_whiteboard_meeting_room_0008_15505437.jpeg,0.0573,25,0.0595,0.688,0
data/raw/negative_clean/turned_off_computer_monitor_desk/turned_off_computer_monitor_desk_0008_5618615.jpeg,0.0573,50,0.0,0.374,0
data/raw/negative_clean/empty_living_room_interior_daylight/empty_living_room_interior_daylight_0005_7810800.jpeg,0.0573,25,0.4807,0.888,0
data/raw/negative_clean/modern_home_living_room_sunlight_window/modern_home_living_room_sunlight_window_0007_30250660.jpeg,0.0573,50,0.0,0.445,0
data/raw/negative_clean/white_screen_wall_mounted_conference_room/white_screen_wall_mounted_conference_room_0001_18495290.jpeg,0.0573,50,0.0,0.446,0
data/probe_indoor_env_v2/probe_indoor_env/hotel_lobby_interior_seating_area/hotel_lobby_interior_seating_area_0008_7821342.jpeg,0.0573,25,0.2136,0.532,0
data/probe_indoor_env_v2/probe_indoor_env/office_reception_waiting_area_sofa/office_reception_waiting_area_sofa_0003_7750094.jpeg,0.0573,50,0.0,0.623,0
data/raw/negative_clean/empty_living_room_interior_daylight/empty_living_room_interior_daylight_0007_7214166.jpeg,0.0562,49,0.0,0.613,0
data/raw/negative_clean/empty_living_room_interior_daylight/empty_living_room_interior_daylight_0023_8146147.jpeg,0.055,48,0.0,0.623,0
data/raw/negative_clean/empty_living_room_interior_daylight/empty_living_room_interior_daylight_0001_3284980.png,0.0539,47,0.0,0.453,0
data/raw/negative_clean/cozy_home_interior_sofa_bright/cozy_home_interior_sofa_bright_0011_6588592.jpeg,0.0539,47,0.0,0.55,0
data/raw/negative_clean/empty_office_desks_no_people/empty_office_desks_no_people_0013_5483250.jpeg,0.0539,47,0.0,0.344,0
data/probe_indoor_env_v2/probe_indoor_env/empty_waiting_room_chairs_interior/empty_waiting_room_chairs_interior_0003_11569435.jpeg,0.0539,47,0.0,0.694,0
data/raw/negative_clean/empty_conference_room_interior/empty_conference_room_interior_0009_3767172.jpeg,0.0528,46,0.0,0.334,0
data/raw/negative_clean/blank_whiteboard_office_wall/blank_whiteboard_office_wall_0018_7067.jpg,0.0516,45,0.0,0.768,0
data/raw/negative_clean/empty_living_room_interior_daylight/empty_living_room_interior_daylight_0015_7587373.jpeg,0.0516,45,0.0,0.651,0
data/raw/negative_clean/empty_living_room_interior_daylight/empty_living_room_interior_daylight_0027_35493914.jpeg,0.0505,22,0.2209,0.659,0
data/raw/negative_clean/empty_living_room_interior_daylight/empty_living_room_interior_daylight_0016_30211360.jpeg,0.0482,42,0.0,0.735,0
data/raw/negative_clean/empty_office_desks_no_people/empty_office_desks_no_people_0014_5483154.jpeg,0.0482,42,0.0,0.288,0
data/raw/negative_clean/turned_off_computer_monitor_desk/turned_off_computer_monitor_desk_0004_17112932.jpeg,0.047,41,0.0,0.391,0
data/raw/negative_clean/turned_off_computer_monitor_desk/turned_off_computer_monitor_desk_0011_3747480.jpeg,0.0459,40,0.0,0.349,0
data/raw/negative_clean/empty_living_room_interior_daylight/empty_living_room_interior_daylight_0024_37357025.jpeg,0.0447,39,0.0,0.752,0
data/raw/negative_clean/empty_office_desks_no_people/empty_office_desks_no_people_0003_5483245.jpeg,0.0436,38,0.0,0.228,0
data/probe_indoor_env_v2/probe_indoor_env/spa_wellness_center_interior_relaxation/spa_wellness_center_interior_relaxation_0003_6560308.jpeg,0.0436,38,0.0,0.36,0
data/raw/negative_clean/blank_television_screen_living_room/blank_television_screen_living_room_0016_6020432.jpeg,0.0424,37,0.0,0.621,0
data/raw/negative_clean/empty_office_desks_no_people/empty_office_desks_no_people_0012_5483236.jpeg,0.0424,37,0.0,0.259,0
data/raw/negative_clean/modern_home_living_room_sunlight_window/modern_home_living_room_sunlight_window_0015_4943770.jpeg,0.0413,36,0.0,0.465,0
data/probe_indoor_env_v2/probe_indoor_env/empty_waiting_room_chairs_interior/empty_waiting_room_chairs_interior_0006_28010830.jpeg,0.0413,36,0.0,0.671,0
data/raw/negative_clean/turned_off_computer_monitor_desk/turned_off_computer_monitor_desk_0013_14197148.jpeg,0.039,34,0.0,0.219,0
data/raw/negative_clean/empty_projector_screen_white_wall/empty_projector_screen_white_wall_0009_14725587.jpeg,0.0367,32,0.0,0.135,0
data/raw/negative_clean/blank_television_screen_living_room/blank_television_screen_living_room_0009_18499406.jpeg,0.0344,15,0.1923,0.369,0
data/raw/negative_clean/empty_living_room_interior_daylight/empty_living_room_interior_daylight_0003_8146158.jpeg,0.0344,15,0.522,0.671,0
data/raw/negative_clean/blank_television_screen_living_room/blank_television_screen_living_room_0024_11701160.jpeg,0.0333,29,0.0,0.538,0
data/raw/negative_clean/modern_home_living_room_sunlight_window/modern_home_living_room_sunlight_window_0005_33537442.jpeg,0.0321,28,0.0,0.184,0
data/probe_indoor_env_v2/probe_indoor_env/empty_waiting_room_chairs_interior/empty_waiting_room_chairs_interior_0008_18446450.jpeg,0.0321,28,0.0,0.283,0
data/raw/negative_clean/movie_theater_empty_blank_screen_interior/movie_theater_empty_blank_screen_interior_0003_7991127.jpeg,0.0298,26,0.0,0.08,0
data/raw/negative_clean/movie_theater_empty_blank_screen_interior/movie_theater_empty_blank_screen_interior_0001_14746411.jpeg,0.0287,25,0.0,0.096,0
data/raw/negative_clean/turned_off_computer_monitor_desk/turned_off_computer_monitor_desk_0016_33393702.jpeg,0.0252,22,0.0,0.574,0
data/raw/negative_clean/empty_living_room_interior_daylight/empty_living_room_interior_daylight_0019_7587375.jpeg,0.0252,22,0.0,0.749,0
data/raw/negative_clean/cozy_home_interior_sofa_bright/cozy_home_interior_sofa_bright_0014_28905874.jpeg,0.0241,21,0.0,0.668,0
data/raw/negative_clean/home_cinema_projector_screen_room/home_cinema_projector_screen_room_0007_3131971.jpeg,0.0241,21,0.0,0.211,0
data/raw/negative_clean/blank_whiteboard_office_wall/blank_whiteboard_office_wall_0003_39604.png,0.0229,10,0.4954,0.673,0
data/raw/negative_clean/modern_home_living_room_sunlight_window/modern_home_living_room_sunlight_window_0028_8146213.jpeg,0.0229,20,0.0,0.704,0
data/raw/negative_clean/cozy_home_interior_sofa_bright/cozy_home_interior_sofa_bright_0023_5998091.jpeg,0.0229,20,0.0,0.833,0
data/raw/negative_clean/blank_whiteboard_office_wall/blank_whiteboard_office_wall_0020_6936083.jpeg,0.0206,9,0.3648,0.689,0
data/raw/negative_clean/empty_living_room_interior_daylight/empty_living_room_interior_daylight_0028_9826455.jpeg,0.0206,18,0.0,0.632,0
data/raw/negative_clean/empty_living_room_interior_daylight/empty_living_room_interior_daylight_0029_35493917.jpeg,0.0206,9,0.4112,0.684,0
data/raw/negative_clean/cozy_home_interior_sofa_bright/cozy_home_interior_sofa_bright_0003_3965534.jpeg,0.0206,18,0.0,0.777,0
data/raw/negative_clean/empty_living_room_interior_daylight/empty_living_room_interior_daylight_0011_34764063.jpeg,0.0195,17,0.0,0.621,0
data/raw/negative_clean/blank_television_screen_living_room/blank_television_screen_living_room_0004_12285888.jpeg,0.0183,16,0.0,0.769,0
data/raw/negative_clean/movie_theater_empty_blank_screen_interior/movie_theater_empty_blank_screen_interior_0002_18758034.jpeg,0.0183,8,0.3925,0.262,0
data/raw/negative_clean/empty_projector_screen_white_wall/empty_projector_screen_white_wall_0005_30001009.png,0.0161,7,0.103,0.242,0
data/raw/negative_clean/blank_television_screen_living_room/blank_television_screen_living_room_0011_4107154.jpeg,0.0149,13,0.0,0.413,0
data/raw/negative_clean/empty_living_room_interior_daylight/empty_living_room_interior_daylight_0009_5691476.jpeg,0.0138,12,0.0,0.422,0
data/raw/negative_clean/white_screen_wall_mounted_conference_room/white_screen_wall_mounted_conference_room_0006_9300737.jpeg,0.0115,5,0.2048,0.676,0
data/probe_indoor_env_v2/probe_indoor_env/empty_waiting_room_chairs_interior/empty_waiting_room_chairs_interior_0001_9259472.jpeg,0.008,7,0.0,0.632,0
data/raw/negative_clean/turned_off_computer_monitor_desk/turned_off_computer_monitor_desk_0005_5499587.jpeg,0.0069,6,0.0,0.217,0
data/raw/negative_clean/empty_living_room_interior_daylight/empty_living_room_interior_daylight_0008_16333971.jpeg,0.0057,5,0.0,0.612,0
data/raw/negative_clean/pull_down_projection_screen_empty_room/pull_down_projection_screen_empty_room_0002_3709371.jpeg,0.0023,1,0.4684,0.455,0
data/raw/negative_clean/modern_home_living_room_sunlight_window/modern_home_living_room_sunlight_window_0022_16260996.jpeg,0.0011,1,0.0,0.559,0
data/raw/negative_clean/blank_whiteboard_office_wall/blank_whiteboard_office_wall_0004_8015682.jpeg,0.0,0,0.5328,0.89,0
data/raw/negative_clean/blank_whiteboard_office_wall/blank_whiteboard_office_wall_0015_8015675.jpeg,0.0,0,0.5309,0.893,0
data/raw/negative_clean/blank_whiteboard_office_wall/blank_whiteboard_office_wall_0022_8534228.jpeg,0.0,0,0.2276,0.896,0
data/raw/negative_clean/blank_whiteboard_office_wall/blank_whiteboard_office_wall_0024_15585620.png,0.0,0,0.3016,0.798,0
data/raw/negative_clean/empty_living_room_interior_daylight/empty_living_room_interior_daylight_0002_803908.jpeg,0.0,0,0.0,0.456,0
data/raw/negative_clean/movie_theater_empty_blank_screen_interior/movie_theater_empty_blank_screen_interior_0006_3709370.jpeg,0.0,0,0.1752,0.174,0
